"hh","u","v","IntegrationTime","Velocity:0","Velocity:1","Velocity:2","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
13,130,1.1861e-007,0,-1.1861e-007,0,0,0,0,0,0,0,1,0,0,0,0,0
12.823,118.23,1.7826e-007,0,-1.196e-007,6.8113e-009,0,0,0,0,0,0,0,0,1,1.5,1,0
12.857,118.43,1.8093e-007,2.3611e+006,-1.2132e-007,5.0959e-009,0,0,0,0,0,0,0,0,1,1.2175,1.014,0
12.867,118.5,1.7988e-007,3.0584e+006,-1.1758e-007,5.0959e-009,0,0,0,0,0,0,-0,-0,1,1.1329,1.0176,0
12.901,118.73,1.7839e-007,5.4618e+006,-1.1928e-007,3.3909e-009,0,0,0,0,0,0,-0,-0,1,0.85027,1.0278,0
12.934,118.98,1.8085e-007,7.8321e+006,-1.1623e-007,3.3909e-009,0,0,0,0,0,0,-0,-0,1,0.56754,1.036,0
12.935,118.99,1.8085e-007,7.955e+006,-1.1793e-007,1.6935e-009,0,0,0,0,0,0,-0,-0,1,0.55325,1.0362,0
12.968,119.28,1.7726e-007,1.0353e+007,-1.1556e-007,1.6935e-009,0,0,0,0,0,0,-0,-0,1,0.27043,1.0403,0
12.651,106.51,2.7043e-007,0,-1.2893e-007,2.4819e-008,0,0,0,0,0,0,0,0,1,3,2,0
12.688,106.3,2.4932e-007,2.1543e+006,-1.2417e-007,2.2494e-008,0,0,0,0,0,0,0,0,1,2.7231,2.0578,0
12.723,106.15,2.2543e-007,4.3957e+006,-1.2417e-007,2.2494e-008,0,0,0,0,0,0,0,0,1,2.4448,2.1082,0
12.757,105.99,2.0536e-007,6.6371e+006,-1.2013e-007,1.8658e-008,0,0,0,0,0,0,-2.507e-009,-1.4689e-008,1,2.1665,2.1586,0
12.791,105.88,1.9078e-007,8.9637e+006,-1.1299e-007,1.8658e-008,0,0,0,0,0,0,-3.9082e-009,-2.5512e-008,1,1.8873,2.2034,0
12.824,105.8,1.7341e-007,1.1434e+007,-1.1678e-007,1.4866e-008,0,0,0,0,0,0,-4.1341e-009,-2.9514e-008,1,1.6074,2.2443,0
12.827,105.79,1.7168e-007,1.1686e+007,-1.1037e-007,1.4866e-008,0,0,0,0,0,0,-3.9678e-009,-2.9537e-008,1,1.578,2.2482,0
12.859,105.73,1.5648e-007,1.4226e+007,-1.1412e-007,1.1113e-008,0,0,0,0,0,0,-3.4714e-009,-2.9599e-008,1,1.2977,2.286,0
12.89,105.76,1.4861e-007,1.6693e+007,-1.0841e-007,1.1113e-008,0,0,0,0,0,0,-2.7452e-009,-2.9676e-008,1,1.0162,2.3141,0
12.921,105.83,1.3919e-007,1.9288e+007,-1.0712e-007,7.3904e-009,0,0,0,0,0,0,-2.289e-009,-2.9714e-008,1,0.73445,2.3381,0
12.951,105.94,1.3014e-007,2.1922e+007,-1.0712e-007,7.3904e-009,0,0,0,0,0,0,-1.5918e-009,-2.976e-008,1,0.45228,2.3576,0
12.982,106.14,1.2818e-007,2.4556e+007,-1.0647e-007,3.6896e-009,0,0,0,0,0,0,-1.5918e-009,-2.976e-008,1,0.16965,2.3683,0
12.49,94.898,2.2531e-007,0,-1.4666e-007,5.7847e-008,0,0,0,0,0,0,0,0,-1,4.5,3,0
12.532,94.24,1.8196e-007,1.794e+006,-1.3322e-007,5.7847e-008,0,0,0,0,0,0,0,0,-1,4.2387,3.1082,0
12.573,93.516,1.5536e-007,3.7416e+006,-1.1991e-007,5.9117e-008,0,0,0,0,0,0,6.0675e-009,1.361e-008,-1,3.9795,3.2215,0
12.574,93.5,1.5627e-007,3.7839e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.4203e-009,1.9318e-008,-1,3.9744,3.2238,0
12.575,93.486,1.5709e-007,3.8252e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.9692,3.226,0
12.575,93.472,1.5791e-007,3.8665e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.964,3.2282,0
12.576,93.458,1.5873e-007,3.9079e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9587,3.2303,0
12.577,93.444,1.5955e-007,3.9492e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9535,3.2325,0
12.578,93.43,1.6037e-007,3.9905e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9483,3.2347,0
12.579,93.416,1.6119e-007,4.0319e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9431,3.2369,0
12.579,93.402,1.6201e-007,4.0732e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9379,3.2391,0
12.58,93.388,1.6283e-007,4.1145e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.9326,3.2412,0
12.581,93.374,1.6365e-007,4.1558e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.9274,3.2434,0
12.582,93.36,1.6447e-007,4.1972e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.9222,3.2456,0
12.582,93.346,1.653e-007,4.2385e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.917,3.2478,0
12.583,93.332,1.6612e-007,4.2798e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9118,3.25,0
12.584,93.318,1.6694e-007,4.3212e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9065,3.2521,0
12.585,93.304,1.6776e-007,4.3625e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.9013,3.2543,0
12.585,93.29,1.6858e-007,4.4038e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8961,3.2565,0
12.586,93.276,1.694e-007,4.4452e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8909,3.2587,0
12.587,93.262,1.7022e-007,4.4865e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.8857,3.2609,0
12.588,93.248,1.7104e-007,4.5278e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1161e-009,1.9448e-008,-1,3.8804,3.263,0
12.589,93.234,1.7186e-007,4.5691e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8752,3.2652,0
12.589,93.22,1.7268e-007,4.6105e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.87,3.2674,0
12.59,93.205,1.735e-007,4.6518e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8648,3.2696,0
12.591,93.191,1.7432e-007,4.6931e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8595,3.2717,0
12.592,93.177,1.7514e-007,4.7345e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8543,3.2739,0
12.592,93.163,1.7596e-007,4.7758e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8491,3.2761,0
12.593,93.149,1.7678e-007,4.8171e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8439,3.2783,0
12.594,93.135,1.776e-007,4.8585e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1161e-009,1.9448e-008,-1,3.8387,3.2805,0
12.595,93.121,1.7842e-007,4.8998e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.8334,3.2826,0
12.596,93.107,1.7924e-007,4.9411e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8282,3.2848,0
12.596,93.093,1.8006e-007,4.9825e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.823,3.287,0
12.597,93.079,1.8089e-007,5.0238e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8178,3.2892,0
12.598,93.065,1.8171e-007,5.0651e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8126,3.2914,0
12.599,93.051,1.8253e-007,5.1064e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8073,3.2935,0
12.599,93.037,1.8335e-007,5.1478e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.8021,3.2957,0
12.6,93.023,1.8417e-007,5.1891e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1161e-009,1.9448e-008,-1,3.7969,3.2979,0
12.601,93.009,1.8499e-007,5.2304e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.7917,3.3001,0
12.602,92.995,1.8581e-007,5.2718e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7865,3.3022,0
12.603,92.981,1.8663e-007,5.3131e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7812,3.3044,0
12.603,92.967,1.8745e-007,5.3544e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.776,3.3066,0
12.604,92.953,1.8827e-007,5.3958e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7708,3.3088,0
12.605,92.939,1.8909e-007,5.4371e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7656,3.311,0
12.606,92.925,1.8991e-007,5.4784e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7604,3.3131,0
12.606,92.911,1.9073e-007,5.5197e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7551,3.3153,0
12.607,92.896,1.9155e-007,5.5611e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.7499,3.3175,0
12.608,92.882,1.9237e-007,5.6024e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.7447,3.3197,0
12.609,92.868,1.9319e-007,5.6437e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7395,3.3219,0
12.609,92.854,1.9401e-007,5.6851e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7343,3.324,0
12.61,92.84,1.9483e-007,5.7264e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.729,3.3262,0
12.611,92.826,1.9565e-007,5.7677e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7238,3.3284,0
12.612,92.812,1.9647e-007,5.8091e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7186,3.3306,0
12.613,92.798,1.973e-007,5.8504e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7134,3.3327,0
12.613,92.784,1.9812e-007,5.8917e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.7082,3.3349,0
12.614,92.77,1.9894e-007,5.9331e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1161e-009,1.9448e-008,-1,3.7029,3.3371,0
12.615,92.756,1.9976e-007,5.9744e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.6977,3.3393,0
12.616,92.742,2.0058e-007,6.0157e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6925,3.3415,0
12.616,92.728,2.014e-007,6.057e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6873,3.3436,0
12.617,92.714,2.0222e-007,6.0984e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6821,3.3458,0
12.618,92.7,2.0304e-007,6.1397e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6768,3.348,0
12.619,92.686,2.0386e-007,6.181e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6716,3.3502,0
12.62,92.672,2.0468e-007,6.2224e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6664,3.3524,0
12.62,92.658,2.055e-007,6.2637e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1161e-009,1.9448e-008,-1,3.6612,3.3545,0
12.621,92.644,2.0632e-007,6.305e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1165e-009,1.9448e-008,-1,3.656,3.3567,0
12.622,92.63,2.0714e-007,6.3464e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6507,3.3589,0
12.623,92.616,2.0796e-007,6.3877e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6455,3.3611,0
12.623,92.602,2.0878e-007,6.429e+006,-1.2631e-007,5.2716e-008,0,0,0,0,0,0,8.1166e-009,1.9448e-008,-1,3.6403,3.3633,0
